tick,user_name,user_steamid
137593,RME | Пацан,76561199826895670
137594,RME | Пацан,76561199826895670
137595,RME | Пацан,76561199826895670
137596,RME | Пацан,76561199826895670
137604,RME | Пацан,76561199826895670
137605,RME | Пацан,76561199826895670
137606,RME | Пацан,76561199826895670
137607,RME | Пацан,76561199826895670
137608,RME | Пацан,76561199826895670
137616,RME | Пацан,76561199826895670
137617,RME | Пацан,76561199826895670
137618,RME | Пацан,76561199826895670
137619,RME | Пацан,76561199826895670
137620,RME | Пацан,76561199826895670
137621,RME | Пацан,76561199826895670
137630,RME | Пацан,76561199826895670
137631,RME | Пацан,76561199826895670
137632,RME | Пацан,76561199826895670
137633,RME | Пацан,76561199826895670
137634,RME | Пацан,76561199826895670
137644,RME | Пацан,76561199826895670
137645,RME | Пацан,76561199826895670
137646,RME | Пацан,76561199826895670
137647,RME | Пацан,76561199826895670
137648,RME | Пацан,76561199826895670
137649,RME | Пацан,76561199826895670
137657,RME | Пацан,76561199826895670
137658,RME | Пацан,76561199826895670
137659,RME | Пацан,76561199826895670
137660,RME | Пацан,76561199826895670
137661,RME | Пацан,76561199826895670
137662,RME | Пацан,76561199826895670
137671,RME | Пацан,76561199826895670
137672,RME | Пацан,76561199826895670
137673,RME | Пацан,76561199826895670
137674,RME | Пацан,76561199826895670
137675,RME | Пацан,76561199826895670
137684,RME | Пацан,76561199826895670
137685,RME | Пацан,76561199826895670
137686,RME | Пацан,76561199826895670
137687,RME | Пацан,76561199826895670
137696,RME | Пацан,76561199826895670
137697,RME | Пацан,76561199826895670
137698,RME | Пацан,76561199826895670
137699,RME | Пацан,76561199826895670
137700,RME | Пацан,76561199826895670
137701,RME | Пацан,76561199826895670
139080,prosto bo$$,76561199068251294
139590,Worfy,76561199052717313
142444,prosto bo$$,76561199068251294
143371,RME | Пацан,76561199826895670
143387,Faat,76561198171814417
