aim_punch_x,aim_punch_y,aim_punch_z,attack_tick_count,attack_tick_frac,attacker_name,attacker_steamid,damage_dir_x,damage_dir_y,damage_dir_z,distance,in_air,inaccuracy_air,inaccuracy_move,inaccuracy_total,no_scope,num_penetrations,recoil_index,render_tick_count,render_tick_frac,shoot_ang_x,shoot_ang_y,shoot_ang_z,tick,type,victim_name,victim_steamid
-0.17633237,0.0,0.0,34946,0.029331684,shawty#)$@,76561199557907229,0.45378014,-0.89044064,0.03462995,685.3155,False,0.0,0.008621728,0.030281736,False,0,1.0,34941,0.03125689,-1.3471583,-62.57144,5.3371988e-08,32475,1,Moon,76561198049602148
0.0,0.0,0.0,35046,0.8644252,shawty#)$@,76561199557907229,0.4851614,-0.8744245,0.00026306207,590.00745,False,0.0,0.0,0.0049259826,False,0,0.0,35042,0.7963374,0.1950621,-60.94552,0.0,32576,0,Worfy,76561199052717313
-2.9111211,-0.14607595,-2.085081e-09,35059,0.63130116,Worfy,76561199052717313,-0.49477658,0.86791235,-0.04386733,590.43384,False,0.0,0.0,0.014675656,False,0,3.0,35054,0.17771707,2.9113953,119.98359,4.8915375e-05,32589,1,shawty#)$@,76561199557907229
-4.6745596,-0.196873,-1.001349e-08,35066,0.03130126,Worfy,76561199052717313,-0.484529,0.87448853,-0.022392338,592.77954,False,0.0,0.0,0.016458336,False,0,4.0,35061,0.38085872,1.8017497,119.222145,-2.2482772e-07,32595,1,shawty#)$@,76561199557907229
-1.870863,0.0,0.0,35105,0.8800001,shawty#)$@,76561199557907229,0.4653472,-0.88512814,-1.1965827e-05,605.08105,False,0.0,0.009974846,0.038534436,False,0,4.6116843,35101,0.5503425,1.4584758,-62.723877,-4.4150573e-05,32635,1,Worfy,76561199052717313
-2.1914618,0.0,0.0,35116,0.7600002,shawty#)$@,76561199557907229,0.43812734,-0.8989,-0.004830836,484.4025,False,0.0,0.010852119,0.040137805,False,1,5.6116843,35112,0.25440198,-0.8906816,-64.489136,0.0,32646,1,Worfy,76561199052717313
0.0,0.0,0.0,35998,0.024051894,prosto bo$$,76561199068251294,0.6337975,-0.7730542,0.026232058,903.0994,False,0.0,0.0,0.003000001,False,0,0.0,35993,0.9110381,-1.5969745,-50.550888,0.0,33527,0,Worfy,76561199052717313
0.0,0.0,0.0,38578,0.3534032,Wybaczam.oficjalnie skins.army,76561199256543526,-0.98356247,0.06070524,0.17005795,329.06873,False,0.0,0.036001865,0.040901866,False,0,0.0,38574,0.72337073,-7.7701473,176.37636,0.0,36108,0,zig,76561198274174345
-0.2099805,-0.10851977,-2.0082004e-08,38584,0.8490625,zig,76561198274174345,0.9599743,-0.0039074654,-0.28006104,331.05325,False,0.0,0.0,0.010344412,False,0,1.0,38579,0.9563961,16.776163,-0.16925699,-2.0082004e-08,36114,2,Wybaczam.oficjalnie skins.army,76561199256543526
-1.2278155,0.032828335,4.691551e-09,38584,0.7534033,Wybaczam.oficjalnie skins.army,76561199256543526,-0.97659904,0.073877476,0.20198138,312.8613,False,0.0,0.0,0.008229674,False,0,1.0,38580,0.18689252,-12.048137,175.50714,3.4475008e-05,36115,1,zig,76561198274174345
-0.41246754,0.035176147,1.3089516e-07,38591,0.1534034,Wybaczam.oficjalnie skins.army,76561199256543526,-0.9762147,0.05875661,0.20869216,306.56042,False,0.0,0.0,0.010363735,False,0,2.0,38587,0.35818675,-11.727108,176.25673,1.3089516e-07,36121,2,zig,76561198274174345
-1.0867281,-0.13022952,-3.6739344e-08,38597,0.5534035,Wybaczam.oficjalnie skins.army,76561199256543526,-0.97955704,0.031046834,0.19875626,312.31955,False,0.0,0.0,0.011975942,False,0,3.0,38593,0.28116512,-11.859353,177.905,1.3936597e-05,36127,1,zig,76561198274174345
-0.2099805,-0.10851977,-2.0082004e-08,38715,0.3343407,Moon,76561198049602148,0.056511715,0.9983253,-0.012374128,1036.7955,False,0.0,0.0,0.010748494,False,0,1.0,38710,0.32454187,0.7338254,86.625046,-2.0082004e-08,36245,2,Simple Dimple skins.army,76561199433997570
0.0,0.0,0.0,39762,0.9073398,Simple Dimple skins.army,76561199433997570,-0.6654301,-0.670503,-0.32806778,364.82236,False,0.0,0.0,0.00641,False,0,0.0,39758,0.7148983,19.105553,-134.76968,0.0,37293,0,Worfy,76561199052717313
-0.2099805,-0.10851977,-2.0082004e-08,39769,0.3073399,Simple Dimple skins.army,76561199433997570,-0.6564705,-0.67041284,-0.3458223,381.74338,False,0.0,0.0,0.010344412,False,0,1.0,39764,0.5136054,19.781628,-134.60132,-2.0082004e-08,37300,2,Worfy,76561199052717313
